custom_id,label_x,cause,effect,original_row_id,climate,health,intersection,date,text,replies,link,handle,n_replies,n_reposts,n_likes,n_bookmarks,n_views,language,text_en,original_row_id.1,name,Portfolio,Term Start,Term End,personal_twitter,institutional_twitter,label_y
1740,0,,,80428,1,1,1,2023-06-11,"However, citizens also recognise the EP's key role in delivering solutions and want it to prioritise the fight against poverty and social exclusion (38%), public health (33%), climate change (31%) as well as supporting the economy/jobs (31%).","1 reply, 3 reposts, 3 likes, 649 views",https://x.com/jduch/status/1667834128669216768/photo/1,jduch,1.0,3.0,3.0,,649.0,en,"However, citizens also recognise the EP's key role in delivering solutions and want it to prioritise the fight against poverty and social exclusion (38%), public health (33%), climate change (31%) as well as supporting the economy/jobs (31%).",233505.0,,,,,,,1
1741,1,replacing most of the Russian fossil fuels and doubling the amount of additional renewable energy,not being out of the woods yet and needing to prepare for next winter,16242,1,0,0,2023-01-21,"""We have been able to replace most of the Russian fossil fuels we used to import.

And we managed to double the amount of additional renewable energy.

But we are not out of the woods yet. Now we have to prepare for next winter.""

— President 
@vonderleyen
 at the #EPlenary","1173 replies, 324 reposts, 910 likes, 18 bookmarks, 280421 views",,EU_Commission,1173.0,324.0,910.0,18.0,280421.0,en,"""We have been able to replace most of the Russian fossil fuels we used to import.

And we managed to double the amount of additional renewable energy.

But we are not out of the woods yet. Now we have to prepare for next winter.""

— President 
@vonderleyen
 at the #EPlenary",47009.0,,,,,,,1
1742,0,,,77805,1,0,0,2022-07-26,"Euroopa roheline kokkulepe hõlmab mitmeid tegevusi ja algatusi. 
Mis need on ja kuidas tuleb EL toime kliimamuutuse kasvava ohuga, vaata lähemalt videost ",,,Europarl_ET,,,,,,et,"The European Green Agreement includes several activities and initiatives. 
What are they and how the EU's action comes with the increasing threat of climate change, see the video",,,,,,,,1
1743,1,The Planning & Development Bill,"bring more certainty and consistency to the planning process, and make it more coherent & user-friendly",47838,1,0,0,2023-10-03,"The Planning & Development Bill will bring more certainty and consistency to the planning process, and make it more coherent & user-friendly. We have much to do, from housing, to renewable energy, to regional development.This Bill will be a real step change. So let’s get it done.","12 replies, 2 reposts, 15 likes, 7053 views",,LeoVaradkar,12.0,2.0,15.0,,7053.0,en,"The Planning & Development Bill will bring more certainty and consistency to the planning process, and make it more coherent & user-friendly. We have much to do, from housing, to renewable energy, to regional development.This Bill will be a real step change. So let’s get it done.",138131.0,,,,,,,1
1744,0,,,93204,1,0,0,2023-07-17,"Premiér 
@P_Fiala
 společně s 
@JanLipavsky
 odletěli do Bruselu, kde začíná dvoudenní summit zemí EU a Latinské Ameriky a Karibiku #CELAC. 
Lídři budou jednat o posílení spolupráce v oblasti obchodu, investic a kritických surovin, boji proti klimatickým změnám a řadě dalších témat.","6 replies, 2 reposts, 8 likes, 2972 views",https://x.com/strakovka/status/1680942049468579840/photo/1,strakovka,6.0,2.0,8.0,,2972.0,cs,"Premier 
@P_fiala
 together with 
@Janlipavsky
 They flew to Brussels, where the two -day summit of EU and Latin America and the Caribbean #celac begins. 
The leaders will discuss strengthening cooperation in trade, investment and critical raw materials, fighting climate change and many other topics.",270756.0,,,,,,,1
1745,1,Hydrogen is expected to play a key role in the decarbonisation of industry and transport,We've proposed clear rules to define what constitutes renewable hydrogen,16120,1,0,0,2023-02-13,"Hydrogen is expected to play a key role in the decarbonisation of industry and transport.

We've proposed clear rules to define what constitutes renewable hydrogen, to ensure that all renewable fuels of non-biological origin are produced from renewable electricity.

#REPowerEU","28 replies, 75 reposts, 148 likes, 7 bookmarks, 41544 views",,EU_Commission,28.0,75.0,148.0,7.0,41544.0,en,"Hydrogen is expected to play a key role in the decarbonisation of industry and transport.

We've proposed clear rules to define what constitutes renewable hydrogen, to ensure that all renewable fuels of non-biological origin are produced from renewable electricity.

#REPowerEU",46887.0,,,,,,,1
1746,1,The energy crisis,its effects on women,33098,1,0,0,2023-02-27,"W tym tygodniu w Parlamencie Europejskim :

 kryzys energetyczny i jego skutki dla kobiet
 głosowanie ws. fluorowanych gazów cieplarnianych
 ochrona produktów rzemieślniczych w UE
 Europejski Tydzień Parlamentarny

Szczegóły:  [EN] http://eptwitter.eu/qBjc","1 repost, 1 like, 454 views",https://x.com/Europarl_PL/status/1630215101574684677/photo/1,Europarl_PL,,1.0,1.0,,454.0,pl,"This week in the European Parliament:

 The energy crisis and its effects on women
 Voting on fluorinated greenhouse gases
 Protection of craft products in the EU
 European Parliamentary Week

Details: [EN] http://eptwitter.eu/qbjc",97271.0,,,,,,,1
1747,1,Climate action,our ocean is crucial to feed the world population,246801,1,0,0,2022-06-27,Participated in the UN Ocean Conference. The athmosphere and the ocean are interlinked. Climate action is needed for our ocean and our ocean is crucial to feed the world population. #UNOC2022,"7 replies, 11 reposts, 64 likes, 1 bookmark",https://x.com/katrinjak/status/1541447190958194689/photo/1,katrinjak,7.0,11.0,64.0,1.0,,en,Participated in the UN Ocean Conference. The athmosphere and the ocean are interlinked. Climate action is needed for our ocean and our ocean is crucial to feed the world population. #UNOC2022,,,,,,,,1
1748,1,the transition to a low carbon economy,create new jobs and industries in all parts of the country,47968,1,0,0,2023-07-06,"It will also create new jobs and industries in all parts of the country. While the scale of the transition to a low carbon economy may seem daunting, we have made considerable progress in recent years and must now build on this so that we can all benefit from the opportunities.","4 replies, 2 reposts, 8 likes, 9487 views",https://x.com/LeoVaradkar/status/1676958090875523081/photo/1,LeoVaradkar,4.0,2.0,8.0,,9487.0,en,"It will also create new jobs and industries in all parts of the country. While the scale of the transition to a low carbon economy may seem daunting, we have made considerable progress in recent years and must now build on this so that we can all benefit from the opportunities.",138261.0,,,,,,,1
1749,0,,,42318,1,0,0,2023-07-31,"#wildfires: Der Trend in den vergangenen Jahren ist eindeutig.

Es werden mehr Ressourcen für das Katastrophenmanagement benötigt. Vor allem aber muss der Kampf gegen den Klimawandel beschleunigt werden.

Mehr dazu in meinem 
@Handelsblatt
 Interview.","9 reposts, 16 likes, 2486 views",,JanezLenarcic,,9.0,16.0,,2486.0,de,"#Wildfires: The trend in recent years is clear.

More resources are required for disaster management. Above all, the fight against climate change must be accelerated.

More about that in mine 
@Handelsblatt
 Interview.",124999.0,,,,,,,1
1750,0,,,92651,1,0,0,2022-12-14,"EP deputāti atbalsta plānus paātrināt atļauju piešķiršanu atjaunīgās enerģijas ražotņu, piemēram, saules paneļu un vēja ģeneratoru, uzstādīšanai un pārbūvei. 
Par Komisijas ierosināto tiesību aktu tālāk notiks sarunas ar Padomi.
Plašāk lasi: http://eptwitter.eu/qAqb","2 reposts, 3 likes",https://x.com/Europarl_LV/status/1603063535709339650/photo/1,Europarl_LV,,2.0,3.0,,,lv,"MEPs support plans to accelerate the allocation of permits for the installation and rebuilding of renewable energy plants, such as solar panels and wind generators. 
Negotiations with the Council will take place on the legislation proposed by the Commission.
Read more: http://eptwitter.eu/qaqb",,,,,,,,1
1751,0,,,228953,1,0,0,2022-09-08,"«Pretendemos obter uma poupança de 5% no consumo de gás a acrescer à redução de 20% já alcançada», anunciou o Ministro do Ambiente e da Ação Climática
https://portugal.gov.pt/pt/gc23/comunicacao/noticia?i=pretendemos-obter-uma-poupanca-de-5-no-consumo-de-gas-a-acrescer-a-reducao-de-20-ja-alcancada…","3 replies, 11 likes",,govpt,3.0,,11.0,,,pt,"""We intend to get a 5% savings in gas consumption to add to the 20% reduction already reached,"" said the Minister of Environment and Climate Action
https://portugal.gov.pt/en/gc23/communicacao/noticia?i=pretendo-Obter-a-poupaca-de-5-no-consum-de-a-a-skrescer-a-reducto-de-20-ja-alcancada…",,,,,,,,1
1752,1,the existential threat climate change is already posing around the world,we have committed to triple our funding for climate adaptation,1154,1,0,0,2022-11-07,We recognise the existential threat climate change is already posing around the world – that’s why we have committed to triple our funding for climate adaptation.,"71 replies, 54 reposts, 79 likes, 3 bookmarks",https://x.com/10DowningStreet/status/1589626798853148672/photo/1,10DowningStreet,71.0,54.0,79.0,3.0,,en,We recognise the existential threat climate change is already posing around the world – that’s why we have committed to triple our funding for climate adaptation.,,,,,,,,1
1753,0,,,34050,1,0,0,2023-03-10,"Esta semana, a eurodeputada 
@sara_saracerdas
 destaca a reunião com a Agência Europeia do Ambiente e com a Comissão Especial da Covid-19.
A #eurodeputada questionou como é que a Agência está a lidar com o impacto das alterações climáticas nas regiões mais vulneráveis.","3 likes, 247 views",,Europarl_PT,,,3.0,,247.0,pt,"This week, the MEP 
@sara_saracerdas
 Highlights the meeting with the European Environment Agency and the Special Commission of COVID-19.
The #EurodePutada has questioned how the agency is dealing with the impact of climate change on the most vulnerable regions.",100198.0,,,,,,,1
1754,1,Energy saving,fighting climate change and EU energy dependence,97508,1,0,0,2022-12-04,"Oszczędzanie energii jest kluczowe dla walki ze zmianą klimatu i zależnością energetyczną UE. Dowiedz się, co robią posłowie do PE, aby ograniczyć zużycie energii ","5 replies, 2 reposts, 5 likes",,Europarl_PL,5.0,2.0,5.0,,,pl,Energy saving is crucial for fighting climate change and EU energy dependence. Find out what MPs are doing to the EP to reduce energy consumption,,,,,,,,1
1755,1,climate change and environmental degradation,threats to food safety,239272,1,0,0,2022-09-04,"Musimy jednak nadal rozwijać zrównoważoną, wydajną i odporną produkcję żywności w perspektywie długoterminowej, ponieważ zmiana klimatu i degradacja środowiska stanowią coraz większe zagrożenia dla bezpieczeństwa żywnościowego. /3","1 reply, 1 repost, 2 likes",,jwojc,1.0,1.0,2.0,,,pl,"However, we must continue to develop balanced, efficient and resistant food production in the long term, because climate change and environmental degradation are increasingly threats to food safety. /3",,,,,,,,1
1756,1,increase the national production of renewable energy and gas,gas can be sold at more low prices than the imported gas,155089,1,0,0,2022-02-23,"Draghi a Firenze: Incrementiamo la produzione nazionale di energia rinnovabile , ma anche di quella di gas, che potrà essere venduto a prezzi più contenuti del gas importato","14 replies, 20 reposts, 104 likes",https://x.com/Palazzo_Chigi/status/1496566698945748997/photo/1,Palazzo_Chigi,14.0,20.0,104.0,,,it,"Dragons in Florence: we increase the national production of renewable energy, but also by that of gas, which can be sold at more low prices of the imported gas",,,,,,,,1
1757,0,,,25768,1,0,0,2022-02-28,Today  Energy ministers must give our strong support for  with coordinated supply of fuel and connection to EU’s electricity market. And  calls for strategy for  energy independence ASAP with massive increase of renewable energy and energy efficiency  #StandWithUkraine,"2 replies, 13 reposts, 39 likes",https://x.com/DanJoergensen/status/1498324877291442176/photo/1,DanJoergensen,2.0,13.0,39.0,,,en,Today  Energy ministers must give our strong support for  with coordinated supply of fuel and connection to EU’s electricity market. And  calls for strategy for  energy independence ASAP with massive increase of renewable energy and energy efficiency  #StandWithUkraine,,,,,,,,1
1758,1,Not intervening on climate change,Cure is useless,29494,1,2,2,2023-04-13,". 
@ma_danzi
 ""Non serve solo un approccio farmaceutico. Va tenuto conto di tutte le componenti: salute ambientale, salute alimentare, povertà. Curare senza intervenire sui cambiamenti climatici è inutile""
@eunewsit
 

#EuropaExperience","4 replies, 4 reposts, 8 likes, 1190 views",https://x.com/Europarl_IT/status/1646467988244029442/photo/1,Europarl_IT,4.0,4.0,8.0,,1190.0,it,". 
@ma_danzi
 ""Not just a pharmaceutical approach is needed. All components must be taken into account: environmental health, food health, poverty. Cure without intervening on climate change is useless""
@Eunewsit
 

#Europaexperience",87304.0,,,,,,,1
1759,1,war,the need for joint work and joint investments focusing on climate change and energy efficiency,163843,1,0,0,2022-08-29," Premier 
@MorawieckiM
 podczas #LaREF22: Dziś jest tylko jedna droga wyjścia z kryzysu - wspólna praca i wspólne inwestycje. I wiele z nich powinno koncentrować się wokół zmian klimatycznych i efektywności energetycznej, bo to właściwa odpowiedź na wyzwnaia, które stawia wojna.","9 replies, 10 reposts, 32 likes",,PremierRP,9.0,10.0,32.0,,,pl,"Prime minister 
@MorawieckiM
 During #Laref22: Today there is only one way out of the crisis - joint work and joint investments. And many of them should focus on climate change and energy efficiency, because it is the right response to the challenge that war poses.",,,,,,,,1
1760,0,,,138649,1,0,0,2022-07-03,"Ireland’s enterprise policy for past few decades has been extremely successful. However we cannot stand still, esp not with #Covid #Brexit, climate change, inflation & other challenges. We’re looking at our policy for the future & want to hear from you ","52 replies, 26 reposts, 93 likes, 1 bookmark",,LeoVaradkar,52.0,26.0,93.0,1.0,,en,"Ireland’s enterprise policy for past few decades has been extremely successful. However we cannot stand still, esp not with #Covid #Brexit, climate change, inflation & other challenges. We’re looking at our policy for the future & want to hear from you ",,,,,,,,1
1761,0,,,7502,1,0,0,2023-04-22,"Kina er verdens største udleder af drivhusgasser. I de sidste dage har jeg haft møder med en række ministre og beslutningstagere i Beijing om, hvordan Danmark kan hjælpe det store land med at blive grønnere. Vigtig aftale underskrevet ","1 reply, 3 reposts, 24 likes, 1 bookmark, 2706 views",https://x.com/DanJoergensen/status/1649655338730418178/photo/1,DanJoergensen,1.0,3.0,24.0,1.0,2706.0,da,China is the world's largest emergence of greenhouse gases. In the last days I have had meetings with a number of ministers and decision makers in Beijing about how Denmark can help the big country to become greener. Important agreement signed,25185.0,,,,,,,1
1762,0,,,130760,1,0,0,2022-10-12,"You cannot tell from this video, but it is actually the hurricane season.

People in  and other Caribbean states are very much aware - they know the consequences of climate change firsthand. 

Their climate fight is ours. We are expanding 
@EUROCLIMA_UE_AL
 to the Caribbean.","4 replies, 18 reposts, 50 likes, 2 bookmarks",,JuttaUrpilainen,4.0,18.0,50.0,2.0,,en,"You cannot tell from this video, but it is actually the hurricane season.

People in  and other Caribbean states are very much aware - they know the consequences of climate change firsthand. 

Their climate fight is ours. We are expanding 
@EUROCLIMA_UE_AL
 to the Caribbean.",,,,,,,,1
1763,0,,,39751,1,0,0,2024-07-05,"El 
@FT
 hace una buena reflexión sobre los impactos del cambio climático en la agricultura, el precio de los alimentos y sus consecuencias para la economía, los agricultores y los consumidores. 
Nuestra responsabilidad prioritaria es perseverar en la agenda verde y social.","83 reposts, 150 likes, 6 bookmarks, 11034 views",,Teresaribera,,83.0,150.0,6.0,11034.0,es,"He 
@Ft
 It makes a good reflection on the impacts of climate change in agriculture, the price of food and its consequences for the economy, farmers and consumers. 
Our priority responsibility is to persevere on the green and social agenda.",,Teresa Ribera Rodríguez,"Executive VP for Clean, Just and Competitive Transition",01/12/2024,,@Teresaribera,@EU_Commission,1
1764,1,EU's support,Kristaps explores glaciers and their role in the climate change process,92815,1,0,0,2022-08-23," Iepazīsties ar Kristapu no Latvijas, kurš, pateicoties ES atbalstam, pēta ledājus un to lomu klimata pārmaiņu procesā. Uzzini viņa stāstu #facesofeurope ietvaros! ","1 reply, 2 reposts, 3 likes",,Europarl_LV,1.0,2.0,3.0,,,lv,"Meet Kristaps from Latvia, who, thanks to the EU's support, explores glaciers and their role in the climate change process. Find out his story in the #FESSOFEUROPE!",,,,,,,,1
1765,0,,,43721,1,0,0,2023-10-01,"Probírali jsme zde především možnosti, jak finančně podpořit rozvoj výroby elektřiny tak, aby proces dekarbonizace proběhl úspěšně.  

Měli bychom se totiž zaměřit na všechny nízkouhlíkové zdroje, včetně jádra, které nám dlouhodobě prokazuje svou spolehlivost a prospěšnost.","1 reply, 1 repost, 29 likes, 2464 views",https://x.com/JozefSikela/status/1708521143211077680/photo/1,JozefSikela,1.0,1.0,29.0,,2464.0,cs,"We discussed the possibilities of financially supporting the development of electricity production so that the process of decarbonization is successful.  

We should focus on all low -carbon resources, including the core, which has long demonstrated our reliability and benefit.",128498.0,,,,,,,1
1766,0,,,241705,1,0,0,2022-01-31,"During my intervention I'll highlight how #CarbonFarming can represent a new income opportunity for farmers, with co-benefits on biodiversity and adaptation to climate change.

Follow it livetoday at +/- 12.00
https://bit.ly/34nrNVP","1 reply, 3 reposts, 4 likes",https://x.com/jwojc/status/1488092619444039685/photo/1,jwojc,1.0,3.0,4.0,,,en,"During my intervention I'll highlight how #CarbonFarming can represent a new income opportunity for farmers, with co-benefits on biodiversity and adaptation to climate change.

Follow it livetoday at +/- 12.00
https://bit.ly/34nrNVP",,,,,,,,1
1767,0,,,35503,1,0,0,2023-08-24,"Preberi več o podnebni nevtralnosti in o tem, kako jo bomo dosegli https://bit.ly/32YvA91",65 views,,Europarl_SL,,,,,65.0,sl,Read more about climate neutrality and how we will achieve it https://bit.ly/32yva91,105140.0,,,,,,,1
1768,0,,,42249,1,0,0,2023-09-19,"There are three actions we need to pursue. Urgently. They are all connected, and all necessary for a safer future.

st action is climate action. 
nd action is better cooperation on a global scale. 
rd action is adaptation.

Frankly, we have no other choice. 

#UNGA","1 reply, 1 repost, 10 likes, 613 views",https://x.com/JanezLenarcic/status/1704249107806589254/photo/1,JanezLenarcic,1.0,1.0,10.0,,613.0,en,"There are three actions we need to pursue. Urgently. They are all connected, and all necessary for a safer future.

st action is climate action. 
nd action is better cooperation on a global scale. 
rd action is adaptation.

Frankly, we have no other choice. 

#UNGA",124930.0,,,,,,,1
1769,0,,,28836,1,0,0,2023-09-12,"Il Parlamento approva misure per promuovere la diffusione delle #energierinnovabili, in linea con #GreenDeal e #REPowerEU.

Entro il 2030 le energie rinnovabili dovranno rappresentare il 42,5% dei consumi dell'UE e puntare al 45%.

Scopri di più nel comunicato stampa","2 reposts, 5 likes, 1022 views",,Europarl_IT,,2.0,5.0,,1022.0,it,"The Parliament approves measures to promote the spread of #energierinnovabili, in line with #greendeal and #repowereu.

By 2030 renewable energy will have to represent 42.5% of EU consumption and aim at 45%.

Find out more in the press release",86646.0,,,,,,,1
1770,0,,,30507,1,0,0,2023-12-14," Live 09.00 | Today, MEPs will debate with Commission and Council representatives the conclusions of the UN COP28 Climate Change Conference.
 Watch it live here: https://europa.eu/!Yv79dB
 More information here: https://europa.eu/!PGMHcQ",65 views,https://x.com/Europarl_LU/status/1735208006470525026/photo/1,Europarl_LU,,,,,65.0,en," Live 09.00 | Today, MEPs will debate with Commission and Council representatives the conclusions of the UN COP28 Climate Change Conference.
 Watch it live here: https://europa.eu/!Yv79dB
 More information here: https://europa.eu/!PGMHcQ",90993.0,,,,,,,1
1771,0,,,67373,1,0,0,2024-09-19,"#PEPlenária: Os eurodeputados estão muito preocupados com o aumento da intensidade e da frequência de fenómenos meteorológicos extremos, incluindo as vagas de calor, os incêndios florestais e as cheias.

Comunicado de imprensa
https://europarl.europa.eu/news/pt/press-room/20240917IPR24035/parlamento-reage-aos-recentes-fenomenos-meteorologicos-extremos-na-europa…",163 views,https://x.com/Europarl_PT/status/1836728688840188094/photo/1,Europarl_PT,,,,,163.0,pt,"#Peplete: MEPs are very concerned about increasing the intensity and frequency of extreme weather phenomena, including heat vacancies, forest fires and floods.

Press release
https://europrol.europa.eu/news/pt/press-room/20240917ip24035/reach-reage-recent-recent--fenomens-eteorologic-extremos-na-europa…",,Portugal,,,,,@Europarl_PT,1
1772,0,,,13694,1,0,0,2022-11-08,"Before coming to Egypt, I joined Slovenian children in our part the run from Glasgow to Sharm El Sheikh - the biggest climate change relay, within the international awareness raising programme.","1 reply, 3 likes",,BorutPahor,1.0,,3.0,,,en,"Before coming to Egypt, I joined Slovenian children in our part the run from Glasgow to Sharm El Sheikh - the biggest climate change relay, within the international awareness raising programme.",,,,,,,,1
1773,1,Energy saving,the fight against climate change,21370,1,0,0,2023-03-25,Η εξοικονόμηση ενέργειας είναι θεμελιώδους σημασίας για την καταπολέμηση της κλιματικής αλλαγής. Μάθετε τι κάνουν οι ευρωβουλευτές για να μειώσουν την ενεργειακή κατανάλωση http://bit.ly/3LNLGcr,108 views,https://x.com/Europarl_CY/status/1639560254936719360/photo/1,Europarl_CY,,,,,108.0,el,Energy saving is fundamental to the fight against climate change. Find out what MEPs are doing to reduce energy consumption http://bit.ly/3lnlgcr,62684.0,,,,,,,1
1774,0,,,76435,1,0,0,2022-06-06,"Mañana se debate en el pleno el plan de la UE para reducir las emisiones de gases de efecto invernadero en un 55% para 2030 en comparación con 1990.

Síguelo en directo en esta cuenta.","6 replies, 2 likes",https://x.com/Europarl_ES/status/1533840146264641536/photo/1,Europarl_ES,6.0,,2.0,,,es,"Tomorrow, the EU plan to reduce greenhouse gas emissions by 55% by 2030 compared to 1990 is debated.

Follow it live in this account.",,,,,,,,1
1775,0,,,67244,1,0,0,2024-11-30,"Violência contra as #mulheres, #igualdade salarial entre géneros, alterações climáticas, #orçamento para 2025, a nova #Comissão europeia e ainda a ajuda #humanitária em Gaza são alguns dos temas em destaque esta semana para o #eurodeputado 
@joaooliveiracdu
 do @ deppcppeguengl ","3 likes, 221 views",,Europarl_PT,,,3.0,,221.0,pt,"Violence against #women, #Inames Salary between genres, climate change, #Budget for 2025, the new #European Commission and the #humanitarian help in Gaza are some of the featured topics this week for #Eurodeput 
@joaooliveiracdu
 from @ deppcppeguengl",,Portugal,,,,,@Europarl_PT,1
1776,1,climate crisis,"increasing number of systematic, cross-border and cross-sectoral challenges",42418,1,0,0,2023-05-24,"Europe faces an increasing number of systematic, cross-border and cross-sectoral challenges. Exacerbated at all levels by the climate crisis.

The EU is stepping up to help local communities across Europe to increase resilience all around.

#CoRplenary #ResilientCities #preparEU","2 replies, 9 reposts, 19 likes, 2883 views",https://x.com/JanezLenarcic/status/1661411402999840768/photo/1,JanezLenarcic,2.0,9.0,19.0,,2883.0,en,"Europe faces an increasing number of systematic, cross-border and cross-sectoral challenges. Exacerbated at all levels by the climate crisis.

The EU is stepping up to help local communities across Europe to increase resilience all around.

#CoRplenary #ResilientCities #preparEU",125099.0,,,,,,,1
1777,0,,,234950,1,0,0,2022-10-31,"I congratulate President elect Lula 
@LulaOficial
 on his victory after free and fair elections. New possibilities open up for Brazil - and for the important role it plays in global affairs, and a new hope for our common efforts to fight climate change.","105 replies, 1038 reposts, 6903 likes, 18 bookmarks",,jonasgahrstore,105.0,1038.0,6903.0,18.0,,en,"I congratulate President elect Lula 
@LulaOficial
 on his victory after free and fair elections. New possibilities open up for Brazil - and for the important role it plays in global affairs, and a new hope for our common efforts to fight climate change.",,,,,,,,1
1778,0,,,60282,1,0,0,2023-10-29,"2/ O tématech jako udržitelný rozvoj, změna klimatu, ochrana lidských práv a dalších je třeba diskutovat právě na této globální platformě, aby nalezená řešení byla platná pro všechny.","23 replies, 16 reposts, 586 likes, 27938 views",,prezidentpavel,23.0,16.0,586.0,,27938.0,cs,"2/ on topics such as sustainable development, climate change, human rights protection and others should be discussed on this global platform to make the found solutions are valid for all.",,Petr Pavel,,,,,,1
1779,0,,,277606,1,0,0,2022-05-18,"(3/3) Und natürlich ist die Bewältigung der Klimakrise dringlicher denn je. Ich bin überzeugt, dass Norbert Totschnig seinen Teil dazu beitragen wird, diese Herausforderungen zu meistern. Alles Gute und viel Erfolg! (vdb)","4 replies, 1 repost, 51 likes",,vanderbellen,4.0,1.0,51.0,,,de,(3/3) And of course coping with the climate crisis is more urgent than ever. I am convinced that Norbert Tettschnig will help master these challenges. All the best and good luck! (VDB),,,,,,,,1
1780,0,,,28072,1,1,1,2022-01-12,"Conference on the Future of Europe

This afternoon, MEPs will discuss the European Citizens’ Panels’ ideas on “European democracy / Values and rights, rule of law, security” and “Climate change, environment / Health”.

#TheFutureIsYours

Info and stream:","1 reply, 2 reposts, 2 likes",,EPInstitutional,1.0,2.0,2.0,,,en,"Conference on the Future of Europe

This afternoon, MEPs will discuss the European Citizens’ Panels’ ideas on “European democracy / Values and rights, rule of law, security” and “Climate change, environment / Health”.

#TheFutureIsYours

Info and stream:",,,,,,,,1
1781,0,,,132306,1,0,0,2022-05-18,"Great meetings today at the #NorthSeaSummit!

Today’s event fits extremely well with what we are trying to achieve in the #EU. The North Sea is the perfect place to lead the way in scaling up #offshore capacity.

As you know, #renewable #energy is at the heart of the #REPowerEU!","4 replies, 21 reposts, 58 likes",https://x.com/KadriSimson/status/1527027324843134976/photo/1,KadriSimson,4.0,21.0,58.0,,,en,"Great meetings today at the #NorthSeaSummit!

Today’s event fits extremely well with what we are trying to achieve in the #EU. The North Sea is the perfect place to lead the way in scaling up #offshore capacity.

As you know, #renewable #energy is at the heart of the #REPowerEU!",,,,,,,,1
1782,0,,,53030,1,0,0,2024-02-06,Deal on plans to boost Europe’s Net-Zero technology production,"3 reposts, 4 likes, 898 views",,EP_Industry,,3.0,4.0,,898.0,en,Deal on plans to boost Europe’s Net-Zero technology production,,Industry,,,,,@EP_Industry,1
1783,1,Saving energy,fighting climate change and reducing the EU's energy dependency,24683,1,0,0,2023-04-09,Saving energy is key to fighting climate change and reducing the EU's energy dependency. Find out what MEPs are doing to reduce consumption: http://eptwitter.eu/qBK2,"60 replies, 26 reposts, 110 likes, 1 bookmark, 28759 views",https://x.com/Europarl_EN/status/1644971155357327363/photo/1,Europarl_EN,60.0,26.0,110.0,1.0,28759.0,en,Saving energy is key to fighting climate change and reducing the EU's energy dependency. Find out what MEPs are doing to reduce consumption: http://eptwitter.eu/qBK2,73165.0,,,,,,,1
1784,0,,,650,1,0,0,2023-02-07,"This morning the Prime Minister and newly appointed Secretary of State for the Department of Energy Security and Net Zero 
@grantshapps
 visited The District Energy Centre 
@kingscrossN1C
.","95 replies, 27 reposts, 144 likes, 3 bookmarks, 96529 views",https://x.com/10DowningStreet/status/1623064489989136385/photo/1,10DowningStreet,95.0,27.0,144.0,3.0,96529.0,en,"This morning the Prime Minister and newly appointed Secretary of State for the Department of Energy Security and Net Zero 
@grantshapps
 visited The District Energy Centre 
@kingscrossN1C
.",1058.0,,,,,,,1
1785,1,The Climate Action Plan and policies like the new EV Infrastructure Strategy,transforming how we travel and reducing transport emissions,49355,1,0,0,2023-01-19,"The Climate Action Plan is transforming how we travel.

Policies like the new EV Infrastructure Strategy are reducing transport emissions, and focusing on the #AvoidShiftImprove approach - improving the energy efficiency of our vehicles 

 Read more: https://gov.ie/en/press-release/dc958-first-national-electric-vehicle-charging-infrastructure-strategy-published/…","2 reposts, 3 likes, 1163 views",https://x.com/merrionstreet/status/1616054174617067521/photo/1,MerrionStreet,,2.0,3.0,,1163.0,en,"The Climate Action Plan is transforming how we travel.

Policies like the new EV Infrastructure Strategy are reducing transport emissions, and focusing on the #AvoidShiftImprove approach - improving the energy efficiency of our vehicles 

 Read more: https://gov.ie/en/press-release/dc958-first-national-electric-vehicle-charging-infrastructure-strategy-published/…",142180.0,,,,,,,1
1786,0,,,20816,1,0,0,2023-09-09,"At the European Parliament Plenary Session 11-14 September:

 State of the European Union: debate with Ursula von der Leyen 
 Parliament to voice concern about recent extreme weather events 
 MEPs: EU and Türkiye must find realistic framework for their relationship 
 ↓",187 views,,Europarl_CY,,,,,187.0,en,"At the European Parliament Plenary Session 11-14 September:

 State of the European Union: debate with Ursula von der Leyen 
 Parliament to voice concern about recent extreme weather events 
 MEPs: EU and Türkiye must find realistic framework for their relationship 
 ↓",62130.0,,,,,,,1
1787,1,The greenhouse gas emissions,the overall phenomenon of climatic changes,23336,1,0,0,2025-01-02,"Emisiile de gaze cu efect de seră contribuie la fenomenul global al schimbărilor climatice, iar Parlamentul European face eforturi pentru reducerea lor. 

Statele cu cele mai mici emisii sunt Malta, Suedia și Portugalia, fiind urmate de România.

Info
https://tinyurl.com/3vmksv4t","1 reply, 1 repost, 1 like, 180 views",https://x.com/Europarl_RO/status/1874757530016211128/photo/1,Europarl_RO,1.0,1.0,1.0,,180.0,ro,"The greenhouse gas emissions contribute to the overall phenomenon of climatic changes, and the European Parliament makes efforts to reduce them. 

The states with the smallest emissions are Malta, Sweden and Portugal, being followed by Romania.

swell
https://tinyurl.com/3vmksv4t",,Romania,,,,,@Europarl_RO,1
