custom_id,label,cause,effect,speechText,textEN,speechLanguage,Year,speakerParty,speakerPolGroup,speakerCountry,climate,health,intersection,token_length,sentence_count,has_climate_terms,has_health_terms
1242,0,,,"  – Monsieur le Président, Madame la Commissaire, il y a deux semaines, en tant que président de la commission environnement et santé publique, je vous ai envoyé un courrier pour vous demander la transparence sur des éléments-clés des contrats que vous êtes en train de signer. Nos demandes sont des demandes justifiées et équilibrées, nous ne vous demandons pas la transparence totale des contrats. Pourquoi? Parce que nous savons que, dans ces contrats, il y a effectivement des clauses qui relèvent du secret professionnel, du secret industriel. Néanmoins, il n’y a aucune raison pour que vous ne soyiez pas en capacité de publier le prix des vaccins, la marge faite par les laboratoires. Quelle est la structure de coûts, comment vous contrôlez cette structure de coûts, quel est le régime de responsabilité juridique, quelle est la propriété intellectuelle? Nous mettons énormément d’argent, est-ce que nous cédons toute la propriété intellectuelle aux compagnies privées, ou non? Et enfin, le lieu de production. Ce sont quatre éléments qui ne doivent pas rester opaques. Vous vous drapez derrière des arguments juridiques qui ne tiendront pas et, derrière, politiquement, nous voulons que ce vaccin réussisse. Ne vous trompez pas, Madame la Commissaire, nous voulons tous que ce vaccin réussisse. Mais pour qu’il réussisse, il faut qu’il soit largement accepté. Et pour qu’il soit largement accepté, il faut qu’il y ait la confiance. Et pour qu’il y ait la confiance, il faut qu’il y ait la transparence, notamment sur ces quatre éléments-clés. S’il vous plaît, aidez-nous à convaincre les populations qu’elles peuvent ensuite avoir confiance, c’est un enjeu majeur de santé publique. Ne commettons pas à nouveau l’erreur industrielle des tests et des masques, réussissons la bataille des vaccins.","Please help us convince the populations that they can then have confidence, this is a major public health issue.",FR,2020,Renaissance,Renew Europe Group,France,0,2,0,23,16,FALSE,TRUE
1243,0,,,"  – Voorzitter, noodwetten en -verordeningen die de grondrechten van de burgers beperken moeten alleen worden ingezet in echte noodsituaties, zoals oorlog en andere ernstige crisissituaties. Is er in de EU sprake van een echte noodsituatie? COVID—19 is een relatief mild virus dat alleen tot een crisis heeft kunnen leiden omdat de capaciteit van de zorg niet op pandemieën is berekend en overheden onvoldoende op het beheren van een crisis zijn voorbereid. Als gevolg daarvan moet nu helaas harder worden ingegrepen dan met een goede voorbereiding op noodsituaties nodig zou zijn geweest. Om te voorkomen dat de geschiedenis zich herhaalt, moet niet alleen binnen overheden, maar ook binnen de EU-instellingen worden ingegrepen. De volgende crisis kan een pandemie zijn, maar ook een zware recessie, maatschappelijke onrust of zelfs oorlog. Overheden moeten daar bij het vaststellen van beleid en begrotingen rekening mee houden en buffers inbouwen voor noodsituaties zodat we ons in de toekomst zelden of nooit hoeven te verlaten op noodingrepen, aangezien echte noodsituaties zich gelukkig zelden voordoen.","The next crisis can be a pandemic, but also a heavy recession, social unrest or even war.",NL,2020,Meer Directe Democratie,ECR,Netherlands,0,1,0,24,7,FALSE,TRUE
1244,0,,,"  – Frau Präsidentin! Herr Reynders, kennen Sie dieses gelbe Dokument? Das ist der internationale Impfpass der WHO, und nachdem ich ein Vielreisender bin, habe ich den immer bei mir. Da ist jede Impfung genau dokumentiert – Datum, Arzt, Impfcharge, 100 Prozent nachvollziehbar für jede Behörde weltweit. Wenn ich heute in ein Flugzeug steige, dann brauche ich jetzt schon zusätzlich auch noch einen aktuellen COVID-Test oder einen Nachweis über eine vergangene Erkrankung. Alles, was Sie jetzt neu erfinden wollen, das gibt es schon, es wird auch bereits verwendet und funktioniert. Wozu also noch dieser neue grüne EU-Pass? Der Impfstatus oder auch eine überwundene COVID-Erkrankung haben über die Infektiosität einer Person nur sehr wenig Aussagekraft. Das kann also nicht der Grund sein. Was bringt jetzt so ein grüner Pass für den Bürger? Für den Bürger bringt er nichts, aber für die Staaten – für die Staaten bringt er sehr viel. Für die Staaten bringt er mehr Kontrolle der Bürger, denn die Einführung eines solchen Passes macht ja nur Sinn in Kombination mit engmaschigen Kontrollen. Es ist auch nicht verwunderlich, dass genau diese Art der Bürgerüberwachung aus dem autoritären China kommt. Dabei darf man auch nicht vergessen, dass es sich da um höchst sensible, persönliche, private Daten handelt, die der Bürger zur Verfügung stellen muss und wo er nicht einmal weiß, wer da alles Zugriff hat. Also aus datenschutzrechtlichen Gründen ist das alles mehr als problematisch. Und diese Entwicklung, dass immer mehr freiheitseinschränkende Maßnahmen wie Lockdowns oder Kontrolle der Bürger unter dem Deckmantel der Pandemiebekämpfung, dass alle solche freiheitseinschränkenden Maßnahmen quasi von autoritären Staaten übernommen werden – und das im ach so freien und liberalen Westen –, das ist eine Entwicklung, die höchst bedenklich ist. Das hat mit europäischen Werten, mit Freiheit der Bürger nichts zu tun. Der grüne Pass bringt nicht mehr Freiheit. Der grüne Pass bringt nur mehr Kontrolle.",The vaccination status or overcome covid disease have not significantly significantly informed a person's infectiveness.,DE,2021,Freiheitliche Partei Österreichs,Patriots for Europe Group,Austria,0,2,0,26,19,FALSE,TRUE
1245,1,Sexual abuse online and cyberbullying have increased exponentially,affect the health of the youngest,"  – Señora presidenta, señora comisaria, nuestros hijos utilizan la tecnología cada vez más, y cada vez antes, de forma más intensiva y a una edad más temprana. Esto genera oportunidades, pero también problemas. Los abusos sexuales en línea y el ciberacoso han aumentado exponencialmente y afectan a la salud de los más jóvenes. Ante esta situación, la prevención y la educación son herramientas clave: respecto a los abusos sexuales en línea, para detectar si están en peligro y hacer de las redes un lugar más seguro para todos; y, respecto al ciberacoso, para crear conciencia de esta pandemia silenciosa. Una pandemia que se ha agravado con la generalización de los móviles y las redes sociales. Esta Resolución recoge de forma oficial algo que hemos pedido en muchas ocasiones. Necesitamos una estrategia europea contra el acoso y el ciberacoso en las escuelas, un paquete de medidas contenido en el Espacio Europeo de Educación, coordinada con la estrategia Una Internet mejor para los niños. Miles de alumnos, que afrontan un nuevo curso escolar con miedo a ser acosados, esperan soluciones a este problema. Nosotros, en las instituciones europeas, debemos actuar con firmeza.",Sexual abuse online and cyberbullying have increased exponentially and affect the health of the youngest.,ES,2023,Partido Socialista Obrero Español,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Spain,0,3,0,22,9,FALSE,TRUE
1246,1,the medieval ideology of some politicians.,All women who have to take health risk and humiliation ,"  – Pani predsedajúca, vážená pani komisárka, obmedzenie žien v ich rozhodovaní o ich vlastnom tele je asi jedna z najponižujúcejších legislatív, ktorú dnes môžeme v Európskej únii vidieť. A to poľské rozhodnutie z minulého roku je v tomto kontexte mimoriadne drastické a nebezpečné. Samozrejme, v prvom rade pre zdravie žien, ale aj celkovo pre ľudské práva a základné hodnoty Európskej únie. Už len preto, že to rozhodnutie bolo vydané nelegitímnym ústavným súdom. Ale už to nie je len problém Poľska. Dnes vidíme, že táto ultrakonzervatívna radikálna agenda sa šíri aj do ďalších krajín. Na Slovensku, odkiaľ pochádzam, práve dnes, od dnes vlastne rokujú poslanci o návrhu na sťaženie prístupu k interrupciám, čo by znamenalo priblíženie k tomu poľskému modelu. Je to už piaty pokus na Slovensku a tentoraz hrozí, že bude nakoniec úspešný. Pri tomto smutnom výročí by som teda chcel vyjadriť solidaritu a podporu poľským ženám. Všetkým ženám ktoré musia podstupovať zdravotné riziko a poníženie len kvôli stredovekej ideológii niektorých politikov.",All women who have to take health risk and humiliation only because of the medieval ideology of some politicians.,SK,2021,Progresívne Slovensko,Renew,Slovakia,0,2,0,22,10,FALSE,TRUE
1247,1,without the migration needed to redress the balance between young and old,Our already—overwhelmed health services will sink altogether,"  – Mr President, Europe’s population is aging. Over the next 30 years, our active workforce will decrease by 50 million. Without migration, we face enormous problems to keep our societies going.  Yet we have the senseless spectacle of governments all over Europe freaking out about the pensions time bomb, while at the same time standing over migration and asylum policies designed to violently keep out the very young people who could defuse that bomb. Our already—overwhelmed health services will sink altogether without the migration needed to redress the balance between young and old.  Our political attitudes to migration, frankly, are a form of collective lunacy. At the end of 2021, the share of refugees in the EU was 0.6% compared to its total population – 0.6%! It’s embarrassing that we spend so much time on this tiny number of people.  This is not a hard problem to deal with. It’s actually not a problem at all. It’s an opportunity. We need safe and legal pathways for people who want to come here. Stop pushing them back. Stop sending them back. Stop beating them at the borders. Stop allowing the opportunists on the right to set the terms of this debate. Let people in. Let them access good jobs and let them guarantee, in that, a future for Europe.",Our already—overwhelmed health services will sink altogether without the migration needed to redress the balance between young and old.,EN,2023,Independents for change,GUE/NGL,Ireland,0,1,0,25,18,FALSE,TRUE
1248,0,,,"  – Pani Przewodnicząca! Pani Komisarz! Myślę, że dzisiaj nie tylko jesteśmy z chorymi i ich rodzinami, ale również z lekarzami i pielęgniarkami, dlatego że oni potrzebują największego wsparcia, w tym wsparcia finansowego potrzebnego na sprzęt i lekarstwa. I to jest pierwsze zaangażowanie finansowe Komisji Unii Europejskiej, jakie powinno być. Drugie to informacja i komunikacja. Niestety ze strony Komisji Europejskiej nie słyszymy żadnych konkretów. Nie wiemy o żadnych procedurach i o tym, jak codziennie wygląda rzeczywistość dotycząca epidemii w Unii Europejskiej. Dobrze, że poszczególni ministrowie zdrowia, poszczególni szefowie państw wzajemnie się komunikują. Ale chcę powiedzieć, że powinniśmy też zwrócić uwagę na siebie. Dzisiaj jest z nami na sali człowiek chory. Jest to urzędnik. Widać go. Nie będę stygmatyzować jednocześnie. Nie ma ciepłej wody w żadnym kranie w Parlamencie Europejskim. Nie ma żadnej procedury, która obowiązywałaby parlamentarzystów i urzędników. I nie ma również wspólnych procedur dla wszystkich instytucji europejskich.",We do not know about any procedures and what the reality about the epidemic in the European Union looks like every day.,PL,2020,Prawo i Sprawiedliwość,European Conservatives and Reformists Group,Poland,0,2,0,25,16,FALSE,TRUE
1249,1,pandemic crisis,sector brought to its knees,"  – Signora Presidente, onorevoli colleghi, la crisi del Coronavirus ci ha insegnato che solo con politiche ambiziose, come il Recovery, si possono raggiungere risultati importanti nell'interesse dei cittadini. Per questo motivo non possiamo che essere delusi dai tagli proposti dal Consiglio ai programmi per l'innovazione, gli investimenti strategici, quelli sulla sicurezza interna e per la lotta al cambiamento climatico. Addirittura si riducono i fondi dei programmi per la salute e per la protezione civile. Che messaggio diamo come istituzioni europee ai cittadini? Certo, occorre evitare sprechi e ridurre le spese amministrative analizzando il bilancio europeo voce per voce, ma dobbiamo garantire che le priorità dei cittadini siano finanziate adeguatamente. Il Movimento 5 Stelle propone la creazione di una voce specifica in seno al bilancio dell'UE per finanziare il settore turistico. Serve un fondo ad hoc che rilanci il settore messo in ginocchio durante la crisi pandemica. Milioni di famiglie europee dipendono e vivono grazie al turismo; è arrivato il momento di dare loro delle risposte.",You need an ad hoc fund that relaunches the sector brought to its knees during the pandemic crisis.,IT,2021,Movimento 5 Stelle,The Left group in the European Parliament - GUE/NGL,Italy,1,2,1,26,8,FALSE,TRUE
1250,1,the COVID-19 virus,The health crisis,"  – Austatud istungi juhataja! Austatud president, tänan teid sisuka sõnavõtu eest. Mul on hea meel, et Euroopa Liit on tõsiselt võtmas meie mahajäämust teadus- ja arendustegevuse ning uute tehnoloogiate rakendamise valdkonnas. Kaheksa miljardi euro investeerimine kvantarvuti arendamisse on väga õige ja õigeaegne samm. Samuti on positiivne, et mitmedki teised digipöördega seotud arengud loovad meie inimestele parema elu- ja töökeskkonna ning avardavad nende võimalusi. Toimiva digitaalse infrastruktuuri rajamine maapiirkondadesse ja äärealadele on äärmiselt vajalik tegevus.  Meie ees täna seisvatele väljakutsetele ei ole lihtsaid ja lineaarseid lahendusi. COVID-19 viirusest tingitud tervishoiukriis on üheks parimaks näiteks. Kuid lisaks meie igapäevast elu mõjutavale viirusele, on äärmiselt muret tekitav ka meid ümbritsev julgeolekukeskkond. Oma sõnavõtus ei puudutanud te küsimusi, mis on seotud Euroopa Liidu kaitsevalmiduse tõstmisega. Minu hinnangul ei saa me rahulduda tõdemusega, et Venemaa väljakujunenud käitumismustriga pole võimalik midagi ette võtta. Nord Stream-2 gaasijuhtme ehitamise peatamine oleks ehk selge signaal Venemaa juhtkonnale, et kusagil on piir. Euroopa Liit ei ole paraku veel näidanud, et meil oleks ühine ning selge arusaam meid ähvardavatest julgeolekuohtudest. Selgeks näiteks on kaitsevaldkonna kulutuste märkimisväärne kärpimine järgmises finantsraamistikus. Millised oleksid teie arvates need sammud, mis vastaksid adekvaatselt neile väljakutsetele?",The health crisis caused by the COVID-19 virus is one of the best example.,ET,2020,Isamaa,Group of the European People's Party (Christian Democrats),Estonia,0,1,0,20,15,FALSE,TRUE
1252,0,,,"  – Voorzitter, we stemmen vandaag over een Europees gezondheidsprogramma. Dat is belangrijk en daar staat een belangrijk principe in: health in all policies. Gezondheid overal, in alle beleid. Ik ben daar blij mee, maar ik hoop dat we het ook serieus gaan nemen. Want je kunt natuurlijk moeilijk enerzijds spreken over hoe belangrijk gezondheid is en anderzijds met ander beleid de gezondheid van de mensen afzwakken of ondermijnen.  Het huidige Europese beleid, laat ons daar duidelijk over zijn, ondermijnt de gezondheid op heel wat vlakken. Een voorbeeld: het kapot besparen van onze gezondheidszorg. Ja, dat zorgde ervoor dat het zorgpersoneel op zijn tandvlees liep nog voor de pandemie begon, of dat mensen doktersbezoeken uitstellen. Of denken we aan het Europese flexibiliseringsbeleid inzake de arbeidsmarkt. Een ","Yes, that ensured that the healthcare staff walked on his gums before the pandemic started, or that people postpone doctor's visits.",NL,2021,PVDA-PTB,The Left group in the European Parliament - GUE/NGL,Belgium,0,10,0,32,10,FALSE,TRUE
1253,0,,,"  – Madam President, we need to have a uniform new-born screening programme. We need to ensure there’s early diagnosis. We have too many mis-diagnoses, non-diagnosis, delayed diagnosis of children when they are born in the area of rare diseases. And we also have to accept that we have to have collaboration between Member States in terms of research, innovation, specialist services, medical personnel in the areas of the very rare diseases, because we simply cannot assume that every country will have the capacity, or the population base, or the expertise, or the wherewithal, or the resources, to make available the therapeutic medicines, the orphan medicines and the care that is required in every area of rare diseases.  So, this European Action Plan Against Rare Diseases is very welcome, and we have to ensure now that it is bought into by the Member States in areas of, as I said, support for people with rare diseases.  My specific area of interest is in the context of PKU (Phenylketonuria)  – I am the co-chair of a cross party alliance here in the European Parliament, and we do want to bring the issue of rare diseases right to the very top and to ensure that when medicines are approved by the European Medicines Agency that every citizen in the European Union can get access to them, not based on individual Member States and their ability to pay or not. So I commend the review and I hope that we will engage positively with all Member States.","We have too many mis-diagnoses, non-diagnosis, delayed diagnosis of children when they are born in the area of rare diseases.",EN,2021,Fianna Fáil Party,Renew Europe Group,Ireland,0,12,0,31,7,FALSE,TRUE
1254,0,,,"  – Voorzitter, commissaris, beste rapporteur, beste Véronique, na anderhalf jaar hard werken, luisteren naar experten en een werkbezoek aan de Wereldgezondheidsorganisatie hebben we onze kennis aangescherpt met voortschrijdend inzicht. Het resultaat is een alomvattend kankerplan. Want het momentum is nu. Jaarlijks krijgen 2,7 miljoen Europeanen een kankerdiagnose. Hier staat een partner van een patiënt die reeds vier keer kanker heeft gehad. Het zet je op een emotionele rollercoaster, van de eerste slechtnieuwsmokerslag over de automatische piloot bij de behandelingen tot een toekomstperspectief, hooguit van controle tot controle. Ons doel was duidelijk: een 360 gradenbenadering die inzet op alle stadia van de ziekte en de patiënt centraal stelt. Onze voorstellen gaan verder dan die van de Commissie, en dat is goed, dat is de taak van het Parlement. Wij vragen specifieke aandacht voor adolescenten en jongvolwassenen. Zij moeten als aparte groep erkend worden. Wij pleiten voor een Europees recht om vergeten te worden, een betere bescherming van onze werknemers op de werkvloer, het samen aankopen van geneesmiddelen. Elke patiënt moet de best mogelijke behandeling krijgen. Het kan niet dat je overlevingskansen afhangen van de plaats waar je geboren bent of van je inkomen. Tot slot, de Voorzitter heeft het al gezegd, het kan niet symbolischer vandaag. Het is vandaag Wereldkinderkankerdag. Laat hen vooral de maatstaf zijn bij wat we vanavond zullen stemmen.",Our goal was clear: a 360 -degree approach that focuses on all stages of the disease and the patient.,NL,2022,Christen-Democratisch & Vlaams,EPP,Belgium,0,2,0,24,16,FALSE,TRUE
1255,1,"lack of insurance, discrimination by health professionals and segregation in health care facilities",Our health services are failing Roma communities,"  – Madam President, Roma experience significant inequalities and marginalisation in Ireland and across the EU due to their exclusion from mainstream society. Our health services are failing Roma communities because of the lack of insurance, discrimination by health professionals and segregation in health care facilities. Roma women in particular experience multiple forms of discrimination and gender—based violence, affecting both their physical and mental health. We cannot continue with this ‘out of sight and out of mind’ attitude when it comes to the position of minority groups. We need to break the cycle of disadvantage. I am encouraged by the projects like the Roma Health Project in Ireland, a dedicated initiative to tackle Roma health inequalities. Their work ensures that there is no danger of segregation. The Commission and the Member States need to implement the EU Roma strategic framework, which aims to give all Roma equal opportunity. We need to eradicate any form of structural and institutional anti—Roma policies that we discuss here, in this House, and ensure full equality in areas such as housing and health care, including mental health care. I want to acknowledge the work Commissioner Dalli does on this in her mandate, as well as my colleagues here, on the floor, for this incredibly important time that we make an equal Europe for all, not just some.","Our health services are failing Roma communities because of the lack of insurance, discrimination by health professionals and segregation in health care facilities.",EN,2022,Fine Gael Party,Group of the European People's Party (Christian Democrats),Ireland,0,8,0,27,10,FALSE,TRUE
1256,0,,,"  – Frau Präsidentin, meine Damen und Herren! Ich war vielleicht acht Jahre alt, als ich zum ersten Mal tiefe Scham empfand, ein Menschenkind zu sein. Während einer Pause auf einer Autobahnraststätte stand damals ein Tiertransporter. Meine kindliche Neugierde brachte mich dazu, zwischen die Stäbe zu schauen, und ich blickte direkt in die verzweifelten Augen eines Kalbes. Auf dem Boden – ich erinnere mich – lag ein anderes, zertrampelt. Ich war so geschockt und fragte meine Mutter die ganze restliche Fahrt, was wir überhaupt für Wesen seien, dass wir uns so etwas erlauben. Es ist für mich bis heute nicht zu fassen, dass wir jemals ein solch grausames, ungesundes System der Massentierhaltung aufbauen konnten. Ich bin so dankbar für diese Petition, für diese erfolgreiche Petition „End the Cage Age“. Wir Grüne treten entschieden für das Beenden der Käfighaltung für alle Tiere bis 2027 ein, und wir fordern die Kommission und die Mitgliedstaaten auf, die Entschließung ernst zu nehmen und endlich zu handeln.","It is still not to be grasped for me that we have ever been able to build such a cruel, unhealthy system of factory farming.",DE,2021,Bündnis 90/Die Grünen,Greens/EFA,Germany,0,1,0,32,9,FALSE,TRUE
1257,0,,,"  – Signora Presidente, onorevoli colleghi, ringrazio la Corte dei conti europea per il lavoro svolto. In questi anni difficili, segnati dalla pandemia della COVID-19, le istituzioni europee sono state chiamate a un lavoro eccezionale, con un programma di rilancio coraggioso e mai visto prima. Resta però un interrogativo senza risposta: quanto è stato speso dalla Commissione europea per i vaccini e ora per le pillole anti-COVID? Come revisore esterno indipendente dell'Unione europea, riuscirà la Corte dei conti a farci sapere il prezzo pagato dall'UE alle grandi case farmaceutiche per i vaccini? È una cosa a quanto pare segretissima, collegata a clausole contrattuali. Le istituzioni europee dovrebbero avere come priorità la trasparenza nei confronti dei cittadini. Come possiamo sapere se il potere delle case farmaceutiche non abbia influito sui contratti stipulati, soprattutto in un momento difficile come quello della pandemia? Se vogliamo la fiducia dei cittadini è necessario che si lavori con massima trasparenza.","How can we know if the power of pharmaceutical companies have not influenced the contracts stipulated, especially in a difficult moment like that of pandemic?",IT,2021,Movimento 5 Stelle,,Italy,0,2,0,31,8,FALSE,TRUE
1258,0,,,"  – Arvoisa puhemies, me emme saa olla sokeita sille, mitä Venäjällä nyt tapahtuu. Navalnyia on pidetty henkitoreissaan, venäläisagenttien räjäytykset Tšekissä ovat nyt paljastuneet ja Ukrainan rajalla venäläisiä sotilaita on nähty liikaakin. EU:n on oltava päättäväinen ja reagoitava nopeasti loukkauksiin ihmisoikeuksia ja kansainvälisiä pelisääntöjä vastaan. Venäjä rikkoo tietoisesti EU-rintamaa, mistä yhtenä osoituksena on ulkoasiainedustaja Borrellin kyseenalainen vastaanotto Moskovassa. EU:n on pysyttävä yhtenäisenä ja samassa linjassa myös Ison-Britannian ja Yhdysvaltojen kanssa myös silloin, kun päätämme pakotteista. Kun kriisi on päällä, on keskusteluyhteyttä vahvistettava. Venäjän tuleva puheenjohtajuus Arktisessa neuvostossa voisi tarjota avauksia yhteistyölle. Yhteisiä ratkaisuja tarvitaan ilmasto- ja ympäristöasioiden, ydinturvallisuuden ja kansanterveyden aloilla. EU:n on lunastettava lupauksensa ja oltava geopoliittinen toimija myös arktisella alueella. ","Shared solutions are needed in the fields of climate and environmental, nuclear safety and public health.",FI,2021,Suomen Keskusta,Renew Europe Group,Finland,0,1,0,20,9,FALSE,TRUE
1259,1,the transport of animals,the onset of the disease,"  –Poštovana predsjedavajuća, poštovana povjerenice, kolegice i kolege, u 2019. godini u državama članicama Europske unije trgovalo se s više od 1,6 milijardi životinja dok je vrijednost trgovanja živim životinjama unutar Europske unije u 2018. iznosila 8,6 milijardi eura.  Postojeće europsko zakonodavstvo mora odgovoriti na izazove s kojima se suočava ovaj rastući sektor, međutim, naći balans odnosno ravnotežu i zaštititi naše poljoprivrednike. Osim činjenice da su brojne studije potvrdile kako dobrobit životinja utječe na kvalitetu mesa, potrebno je naglasiti kako se osim u svrhu klanja životinja prevozi i zbog niza drugih razloga koji uključuju trgovanje, tov, uzgoj, rasplod kao i natjecanja te izložbe.  Objavljeno je mnogo istraživanja o vezi između pojava bolesti i transporta životinja. Tako, na primjer, u prevezenih goveda, pogotovo ako je prijevoz trajao duže vremena, dolazi do značajnih problema i ekonomskih gubitaka zbog izbijanja tzv. transportne groznice. Jednako tako moramo biti svjesni gospodarske važnosti stočarstva u regijama Europske unije čija geografska uvjetovanost dodatno komplicira već postojeće logističke izazove.  Poseban problem predstavlja prijevoz životinja u treće zemlje koje imaju niže standarde i manje mogućnosti kontrole nego Europska unija. Iz tog razloga ključno je skratiti lance opskrbe, izgraditi i obnoviti potrebnu infrastrukturu, ojačati legislativu i osigurati njezinu dosljednu primjenu te uskladiti obvezujuće standarde za vozila i plovila koja prevoze žive životinje.  Naravno da se zalažem za kvalitetan zakonodavni okvir čija će provedba jamčiti dobrobit životinja, izbjegavanje nepoštenog tržišnog natjecanja i bolju kvalitetu proizvoda. Naša humanost zapravo, a razvidno je to iz svih naših govora, pa i kolege Bude ne može se svesti na 90 sekundi zgražanja kada na televiziji vidimo prilog o strahotama počinjenim nad životinjama. Zato mislim da svi idemo u zajedničkom dobrom smjeru. ",Many research has been published about the relationship between the onset of the disease and the transport of animals.,HR,2022,Hrvatska demokratska zajednica,Group of the European People's Party (Christian Democrats),Croatia,0,1,0,22,12,FALSE,TRUE
1260,0,,,"  – Madame la Présidente, Madame la Commissaire, Madame la Secrétaire d’État, Bosnie, Grèce, Italie, Libye, Turquie, la situation humanitaire des exilés à nos frontières extérieures est dramatique. Elle suscite émoi mais elle suscite surtout colère et indignation. Des milliers de personnes, d’enfants vulnérables en exil y sont parqués sans perspectives, dans des conditions indignes et des températures glaciales. Des situations qui sont connues de longue date. Alors c’en est assez des grandes déclarations après des catastrophes comme les incendies de Moria ou de Lipa. Nos institutions sont responsables des drames qui s’y déroulent, résultat de la politique européenne que votre pacte asile et migration entérine. Des vies brisées, des valeurs européennes fracassées sur l’autel de la forteresse Europe érigée contre des gens.  Blâmer les autorités locales ou l’organisation de l’État et injecter toujours plus de fonds pour reconstruire des camps n’apporte aucune solution structurelle. Ces solutions sont connues: des procédures dans le respect des droits, la répartition solidaire entre les États membres, des voies sûres et légales d’accès, l’abolition du principe de première entrée. ONG, militants, citoyens qui privilégient accueil et solidarité font l’honneur de notre continent et devraient inspirer vos politiques.","Thousands of people, vulnerable children in exile are parked there without perspectives, under unworthy conditions and icy temperatures.",FR,2021,Ecologistes Confédérés pour l'Organisation de Luttes Originales,Group of the Greens/European Free Alliance,Belgium,1,0,0,24,10,TRUE,FALSE
1261,0,,,"  – Vážený pán predsedajúci, pandémia, dlhodobá neistota a k tomu ruská invázia na Ukrajinu ešte viac znásobili to, čo prieskumy ukazovali už dlhodobo. Duševné zdravie je zanedbávanou, ale pritom neustále sa zhoršujúcou oblasťou. A to sa týka dospelých, ale ešte viac aj detí. Tieto závery rovnako vyplývajú z mojich stretnutí s odborníkmi, ktoré som absolvovala a ktoré mi potvrdili, že denne čelíme nedostatku kapacít špecializovaných oddelení, nedostatku odborníkov, a tým aj veľmi dlhým čakacím dobám. Niekedy žiaľ, až život ohrozujúcim.  Mali by sme preto mobilizovať všetky sily, aby sme túto pandémiu duševných problémov zvládli. A k tomu nám treba, môže poslúžiť, aj balík finančnej pomoci z plánu obnovy. Zoberme tieto bezprecedentné prostriedky ako príležitosť, ktorú musíme správne použiť. Na to musíme vyhodnotiť situáciu a potreby, stanoviť ciele a v neposlednom rade mať možnosť flexibilne reagovať na vývoj prostriedkami a prostredníctvom zmien plánu obnovy. Tak, aby sme tieto finančné prostriedky využili tam, kde ich najviac potrebujeme, a to vrátane ochrany duševného zdravia detí a dospelých. ","Therefore, we should mobilize all the forces to manage this mental problems pandemic.",SK,2022,Kresťanskodemokratické hnutie,Group of the European People's Party (Christian Democrats),Slovakia,0,3,0,21,10,FALSE,TRUE
1262,0,,,"  – Domnule președinte, domnule comisar, cred că dacă ne gândim la viitorul agriculturii, trebuie să avem în minte trei mari obiective: cum reducem emisiile și poluarea, cum producem mâncare mai sănătoasă, cum regenerăm mediul rural. Acordul privind noua politică agricolă comună, pe care îl avem pe masă, nu este perfect, dar răspunde satisfăcător acestor provocări. În primul rând, avem cea mai verde politică agricolă comună din istorie cu o alocare de 25 % pentru eco-scheme și cu un sistem îmbunătățit de condiționalități de mediu și sociale. În al doilea rând, alinierea la strategia  Iar aici vreau să subliniez un lucru important. Cheia pentru a avea alimente sănătoase este la micii fermieri pe care avem datoria să îi ajutăm mai mult. Trebuie să valorizăm mai mult produsele locale și să dezvoltăm lanțuri scurte de aprovizionare în jurul micilor fermieri iar noua PAC oferă aceste oportunități. În al treilea rând, probabil cea mai mare problemă pe termen mediu și lung este îmbătrânirea și depopularea satelor, iar aici mă bucur că avem o creștere la 3 % a sprijinului pentru tinerii fermieri, care cred că este utilă, dar nu suficientă. De aceea trebuie să investim mai mult în infrastructura rurală și agricolă, în serviciile publice pentru a face satele și agricultura ... ",The key to having healthy foods is in small farmers we have a duty to help them more.,RO,2021,Reînnoim Proiectul European al României,Renew,Romania,0,2,0,21,8,FALSE,TRUE
